"","Time","Day_of_week","X466910","X466920","X466930","C0A980","C0A9A0","C0A9B0","C0A9C0","C0A9E0","C0A9F0","C0AC40","C0AC70","C0AC80","C0AH40","C0AH70","C1A730","C1AC50"
"3670","2015/6/2 21:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3671","2015/6/2 22:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3672","2015/6/2 23:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3673","2015/6/3 00:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3674","2015/6/3 01:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3675","2015/6/3 02:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3676","2015/6/3 03:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3677","2015/6/3 04:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3678","2015/6/3 05:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3679","2015/6/3 06:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3680","2015/6/3 07:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3681","2015/6/3 08:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3682","2015/6/3 09:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3683","2015/6/3 10:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3684","2015/6/3 11:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3685","2015/6/3 12:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3686","2015/6/3 13:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3687","2015/6/3 14:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3688","2015/6/3 15:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3689","2015/6/3 16:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3690","2015/6/3 17:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3691","2015/6/3 18:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3692","2015/6/3 19:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3693","2015/6/3 20:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3694","2015/6/3 21:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3695","2015/6/3 22:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3696","2015/6/3 23:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3697","2015/6/4 00:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3698","2015/6/4 01:00","Thu","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3699","2015/6/4 02:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3700","2015/6/4 03:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3701","2015/6/4 04:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3702","2015/6/4 05:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3703","2015/6/4 06:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3704","2015/6/4 07:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3705","2015/6/4 08:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3706","2015/6/4 09:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3707","2015/6/4 10:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3708","2015/6/4 11:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3709","2015/6/4 12:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3710","2015/6/4 13:00","Thu","0","0.4","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3711","2015/6/4 14:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3712","2015/6/4 15:00","Thu","0","0.1","0.4","0","0","0","0","0","0","0.5","0","0",NA,NA,"0","0"
"3713","2015/6/4 16:00","Thu","0.5","0.2","0.6","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3714","2015/6/4 17:00","Thu","0.5","0.2","0","0.5","0.5","0.5","0.5","0.5","0","0.5","0.5","0",NA,NA,"0","0"
"3715","2015/6/4 18:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0.5","0"
"3716","2015/6/4 19:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3717","2015/6/4 20:00","Thu","0","0","0","0","0","0","0","0","0","0.5","0","0",NA,NA,"0","0"
"3718","2015/6/4 21:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3719","2015/6/4 22:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3720","2015/6/4 23:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3721","2015/6/5 00:00","Fri","0","0","0","0","0","0","0","0","0","0.5","0","0",NA,NA,"0","0"
"3722","2015/6/5 01:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3723","2015/6/5 02:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3724","2015/6/5 03:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3725","2015/6/5 04:00","Fri","0","0","0","0","0","0","0","0","0","0.5","0","0",NA,NA,"0","0"
"3726","2015/6/5 05:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3727","2015/6/5 06:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3728","2015/6/5 07:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3729","2015/6/5 08:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3730","2015/6/5 09:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3731","2015/6/5 10:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3732","2015/6/5 11:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3733","2015/6/5 12:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3734","2015/6/5 13:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3735","2015/6/5 14:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3736","2015/6/5 15:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3737","2015/6/5 16:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3738","2015/6/5 17:00","Fri","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3739","2015/6/5 18:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3740","2015/6/5 19:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3741","2015/6/5 20:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3742","2015/6/5 21:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3743","2015/6/5 22:00","Fri","0","0","0","0","0","0",NA,"0","0","0","0","9.5",NA,NA,"0","0"
"3744","2015/6/5 23:00","Fri","2.3","0","0.2","0","0","0","0","0","0","3.5","0","3.5",NA,NA,"0","0"
"3745","2015/6/6 00:00","Sat","2.7","0","0.1","0","0","0",NA,"0","0","1","0","4",NA,NA,"1.5","0"
"3746","2015/6/6 01:00","Sat","0.9","0","1.8","0","0","0",NA,"2","0","1","0","0",NA,NA,"0.5","0.5"
"3747","2015/6/6 02:00","Sat","1.1","0","0.5","0.5","0","1","1","0.5","0","0.5","0","0",NA,NA,"0","0.5"
"3748","2015/6/6 03:00","Sat","5","0","1","0.5","0","0","0.5","0","0","2.5","0","0",NA,NA,"0","0.5"
"3749","2015/6/6 04:00","Sat","0.4","0","0.3","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3750","2015/6/6 05:00","Sat","0.1","0.2","0.2","0","0","0.5",NA,"0","0","0","0","0",NA,NA,"0","0"
"3751","2015/6/6 06:00","Sat","0","0.2","0","0","0.5","0",NA,"0","0.5","0","0","0",NA,NA,"0","0"
"3752","2015/6/6 07:00","Sat","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0.5"
"3753","2015/6/6 08:00","Sat","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3754","2015/6/6 09:00","Sat","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3755","2015/6/6 10:00","Sat","0","0","0","0","0","0",NA,"0","0",NA,"0","0",NA,NA,"0","0"
"3756","2015/6/6 11:00","Sat","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3757","2015/6/6 12:00","Sat","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3758","2015/6/6 13:00","Sat","0","0","0","0.5","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3759","2015/6/6 14:00","Sat","0.4","0","4.4","14.5","0","14.5","9","1.5","0","1","0","0",NA,NA,"0","2"
"3760","2015/6/6 15:00","Sat","0","12.3","0","0","2.5","0","0.5","0.5","1.5",NA,"4.5","14.5",NA,NA,"13.5","0"
"3761","2015/6/6 16:00","Sat","4.5","17.2","4.8","10.5","7","12","13","7.5","5","5.5","8","11.5",NA,NA,"5","10"
"3762","2015/6/6 17:00","Sat","0.5","0","0.3","0","0","0.5",NA,"0","0.5","0.5","0.5","0",NA,NA,"0","0"
"3763","2015/6/6 18:00","Sat","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3764","2015/6/6 19:00","Sat","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3765","2015/6/6 20:00","Sat","0","0","0","0","0","0",NA,"0","0.5","0","0","0",NA,NA,"0","0"
"3766","2015/6/6 21:00","Sat","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3767","2015/6/6 22:00","Sat","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3768","2015/6/6 23:00","Sat","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3769","2015/6/7 00:00","Sun","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3770","2015/6/7 01:00","Sun","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3771","2015/6/7 02:00","Sun","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3772","2015/6/7 03:00","Sun","0","0","0","0.5","0","0","0.5","0.5","0","0","0","0",NA,NA,"0","0"
"3773","2015/6/7 04:00","Sun","0","0.3","0","0","1","0.5","0","1","0.5","0","0","0.5",NA,NA,"0.5","0.5"
"3774","2015/6/7 05:00","Sun","0","0.3","0.5","1","0.5","1","1","0.5","0.5","0","0","0",NA,NA,"0.5","0"
"3775","2015/6/7 06:00","Sun","0","0.1","0","0","0","0","0","0","0","0","0.5","0",NA,NA,"0","0"
"3776","2015/6/7 07:00","Sun","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3777","2015/6/7 08:00","Sun","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3778","2015/6/7 09:00","Sun","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3779","2015/6/7 10:00","Sun","0","0","0.4","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3780","2015/6/7 11:00","Sun","0","0","0.1","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3781","2015/6/7 12:00","Sun","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3782","2015/6/7 13:00","Sun","0","0.8","0","0","0","0","0","0","0","0","15.5","23.5",NA,NA,"23.5","0"
"3783","2015/6/7 14:00","Sun","0","0","0","0","0","0",NA,"0","0","0","8","31.5",NA,NA,"12.5","0"
"3784","2015/6/7 15:00","Sun","0","1.7","0","0","10.5","1","1.5","6","17","0","34","72",NA,NA,"34.5","0"
"3785","2015/6/7 16:00","Sun","1","0","1.8","0","1","3.5","12.5","0.5","1.5","1","1","4.5",NA,NA,"1","0.5"
"3786","2015/6/7 17:00","Sun","0","0","0","0","0","0",NA,"0","0","0","0","0.5",NA,NA,"0.5","0"
"3787","2015/6/7 18:00","Sun","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3788","2015/6/7 19:00","Sun","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3789","2015/6/7 20:00","Sun","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3790","2015/6/7 21:00","Sun","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3791","2015/6/7 22:00","Sun","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3792","2015/6/7 23:00","Sun","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3793","2015/6/8 00:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3794","2015/6/8 01:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3795","2015/6/8 02:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3796","2015/6/8 03:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3797","2015/6/8 04:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3798","2015/6/8 05:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3799","2015/6/8 06:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3800","2015/6/8 07:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3801","2015/6/8 08:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3802","2015/6/8 09:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3803","2015/6/8 10:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3804","2015/6/8 11:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3805","2015/6/8 12:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3806","2015/6/8 13:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3807","2015/6/8 14:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3808","2015/6/8 15:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3809","2015/6/8 16:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3810","2015/6/8 17:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3811","2015/6/8 18:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3812","2015/6/8 19:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3813","2015/6/8 20:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3814","2015/6/8 21:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3815","2015/6/8 22:00","Mon","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3816","2015/6/8 23:00","Mon","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,"0","0"
"3817","2015/6/9 00:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3818","2015/6/9 01:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3819","2015/6/9 02:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3820","2015/6/9 03:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3821","2015/6/9 04:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3822","2015/6/9 05:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3823","2015/6/9 06:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3824","2015/6/9 07:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3825","2015/6/9 08:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3826","2015/6/9 09:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3827","2015/6/9 10:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3828","2015/6/9 11:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3829","2015/6/9 12:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3830","2015/6/9 13:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3831","2015/6/9 14:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3832","2015/6/9 15:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3833","2015/6/9 16:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3834","2015/6/9 17:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3835","2015/6/9 18:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3836","2015/6/9 19:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3837","2015/6/9 20:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3838","2015/6/9 21:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3839","2015/6/9 22:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3840","2015/6/9 23:00","Tue","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3841","2015/6/10 00:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3842","2015/6/10 01:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3843","2015/6/10 02:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3844","2015/6/10 03:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3845","2015/6/10 04:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3846","2015/6/10 05:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3847","2015/6/10 06:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3848","2015/6/10 07:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3849","2015/6/10 08:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3850","2015/6/10 09:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3851","2015/6/10 10:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3852","2015/6/10 11:00","Wed","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,NA,"0","0"
"3853","2015/6/10 12:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3854","2015/6/10 13:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3855","2015/6/10 14:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3856","2015/6/10 15:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3857","2015/6/10 16:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3858","2015/6/10 17:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3859","2015/6/10 18:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3860","2015/6/10 19:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3861","2015/6/10 20:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3862","2015/6/10 21:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3863","2015/6/10 22:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3864","2015/6/10 23:00","Wed","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3865","2015/6/11 00:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3866","2015/6/11 01:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3867","2015/6/11 02:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3868","2015/6/11 03:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3869","2015/6/11 04:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3870","2015/6/11 05:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3871","2015/6/11 06:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3872","2015/6/11 07:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3873","2015/6/11 08:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3874","2015/6/11 09:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3875","2015/6/11 10:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3876","2015/6/11 11:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3877","2015/6/11 12:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3878","2015/6/11 13:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3879","2015/6/11 14:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3880","2015/6/11 15:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3881","2015/6/11 16:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3882","2015/6/11 17:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3883","2015/6/11 18:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3884","2015/6/11 19:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3885","2015/6/11 20:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3886","2015/6/11 21:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3887","2015/6/11 22:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3888","2015/6/11 23:00","Thu","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3889","2015/6/12 00:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3890","2015/6/12 01:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3891","2015/6/12 02:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3892","2015/6/12 03:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3893","2015/6/12 04:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3894","2015/6/12 05:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3895","2015/6/12 06:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3896","2015/6/12 07:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3897","2015/6/12 08:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3898","2015/6/12 09:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3899","2015/6/12 10:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3900","2015/6/12 11:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3901","2015/6/12 12:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3902","2015/6/12 13:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3903","2015/6/12 14:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0.5",NA,NA,"0","0"
"3904","2015/6/12 15:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3905","2015/6/12 16:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3906","2015/6/12 17:00","Fri","0","0","0","0","3.5","0","0","0","23.5","0","8","0.5",NA,NA,"0","0"
"3907","2015/6/12 18:00","Fri","0","0","0","0","0","0","0","0","7","0","0.5","2.5",NA,NA,"1","0"
"3908","2015/6/12 19:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3909","2015/6/12 20:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3910","2015/6/12 21:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3911","2015/6/12 22:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3912","2015/6/12 23:00","Fri","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3913","2015/6/13 00:00","Sat","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3914","2015/6/13 01:00","Sat","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
"3915","2015/6/13 02:00","Sat","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0"
